x,y,z,type
2483.25,-2587.5,0,TU
1930.75,-2586.5,0,TU
2362.75,-2586.5,0,TU
2440.75,-2585,0,TU
2272.25,-2585,0,TU
2221.75,-2584,0,TU
2074.75,-2584,0,TU
2646.75,-2582.5,0,TU
1968.75,-2580,0,TU
2138.75,-2578.5,0,TU
2011.25,-2577.5,0,TU
2105.25,-2577,0,TU
1521.25,-2573.5,0,TU
2432.25,-2573,0,TU
2606.25,-2571.5,0,TU
2038.25,-2569.5,0,TU
2627.25,-2569.5,0,TU
2062.25,-2568.5,0,TU
1947.75,-2567.5,0,TU
2244.25,-2567,0,TU
2398.25,-2566.5,0,TU
2459.75,-2565.5,0,TU
1994.25,-2565,0,TU
1845.25,-2565,0,TU
2354.75,-2564.5,0,TU
2168.75,-2564.5,0,TU
1865.75,-2564,0,TU
2314.25,-2563.5,0,TU
1500.75,-2562.5,0,TU
2276.25,-2561.5,0,TU
2478.75,-2559.5,0,TU
1557.75,-2558,0,TU
2204.75,-2558,0,TU
1585.75,-2557.5,0,TU
2107.75,-2556.5,0,TU
1971.75,-2556,0,TU
2397.75,-2554.5,0,TU
2144.25,-2554,0,TU
2181.75,-2552.5,0,TU
1833.25,-2552,0,TU
2419.75,-2552,0,TU
2015.25,-2552,0,TU
2248.75,-2552,0,TU
2648.75,-2551.5,0,TU
1542.75,-2551,0,TU
2289.75,-2550,0,TU
2429.25,-2550,0,TU
1520.25,-2548.5,0,TU
1923.75,-2547,0,TU
1520.25,-2544,0,TU
1924.25,-2543.5,0,TU
2057.25,-2542,0,TU
1815.25,-2542,0,TU
2326.25,-2539.5,0,TU
1852.75,-2538,0,TU
2347.25,-2537.5,0,TU
2113.75,-2537.5,0,TU
2222.25,-2537.5,0,TU
2269.25,-2536,0,TU
1952.75,-2536,0,TU
2386.75,-2535.5,0,TU
2412.25,-2535,0,TU
2442.25,-2533.5,0,TU
2082.75,-2531,0,TU
1969.25,-2529.5,0,TU
2363.75,-2528.5,0,TU
1835.75,-2527.5,0,TU
1770.25,-2527.5,0,TU
2295.25,-2526.5,0,TU
2005.75,-2526,0,TU
2172.25,-2525,0,TU
2327.75,-2525,0,TU
1819.75,-2521,0,TU
2356.25,-2520.5,0,TU
2207.75,-2520.5,0,TU
1852.75,-2520,0,TU
1543.75,-2520,0,TU
2457.75,-2519.5,0,TU
1744.75,-2519,0,TU
2021.75,-2518,0,TU
2346.25,-2517.5,0,TU
2193.25,-2516,0,TU
1764.75,-2516,0,TU
2439.75,-2514,0,TU
2061.25,-2512.5,0,TU
2130.25,-2512.5,0,TU
1837.25,-2511.5,0,TU
1536.25,-2509.5,0,TU
2149.75,-2504.5,0,TU
2038.75,-2504.5,0,TU
2181.25,-2504,0,TU
2308.25,-2502.5,0,TU
1801.75,-2502,0,TU
1822.75,-2501.5,0,TU
2344.75,-2501.5,0,TU
2168.75,-2498.5,0,TU
1848.25,-2498,0,TU
1755.75,-2497.5,0,TU
2268.25,-2497.5,0,TU
2293.25,-2496.5,0,TU
2198.25,-2494,0,TU
1928.75,-2493,0,TU
2075.75,-2493,0,TU
1952.75,-2491.5,0,TU
2335.25,-2490,0,TU
1974.75,-2489,0,TU
2100.25,-2487.5,0,TU
