x,y,z,type
-3413.5,-1275.5,0,Tcell
-3882.5,-1266.5,0,Tcell
-3675,-1214,0,Tcell
-3628,-1206.5,0,Tcell
-3907,-1198.5,0,Tcell
-3715.5,-1198.5,0,Tcell
-3178,-1970,0,Tcell
-3225.5,-1955,0,Tcell
-3165,-1956,0,Tcell
-3065,-1940.5,0,Tcell
-2877.5,-1935,0,Tcell
-3330,-1924,0,Tcell
-2888.5,-1902,0,Tcell
-3245,-1867,0,Tcell
-2925,-1860,0,Tcell
-3118,-1848,0,Tcell
-2999.5,-1835.5,0,Tcell
-3192.5,-1828.5,0,Tcell
-3121.5,-1749.5,0,Tcell
-2911,-1707.5,0,Tcell
-2831,-1669,0,Tcell
-2977,-1648,0,Tcell
-3325,-1651,0,Tcell
-2733,-1593.5,0,Tcell
-3025,-1561,0,Tcell
-3135.5,-1537,0,Tcell
-2978.5,-1538,0,Tcell
-3090,-1505.5,0,Tcell
-2830,-1453,0,Tcell
-3252.5,-1437,0,Tcell
-2619,-1437,0,Tcell
-3260,-1313,0,Tcell
-3004.5,-1286,0,Tcell
-2936.5,-1218,0,Tcell
-2645,-1207,0,Tcell
-1995,-1963.5,0,Tcell
-2232,-1953.5,0,Tcell
-2147,-1933.5,0,Tcell
-2373.5,-1883,0,Tcell
-2067,-1846.5,0,Tcell
-2111.5,-1846,0,Tcell
-2181.5,-1826,0,Tcell
-2551,-1815.5,0,Tcell
-2179.5,-1779.5,0,Tcell
-2395.5,-1740.5,0,Tcell
-2213.5,-1735,0,Tcell
-2543.5,-1719,0,Tcell
-2156.5,-1712.5,0,Tcell
-2166,-1657.5,0,Tcell
-2324.5,-1555,0,Tcell
-2227,-1538.5,0,Tcell
-2279,-1494.5,0,Tcell
-2272.5,-1416.5,0,Tcell
-2294.5,-1402.5,0,Tcell
-2337,-1408,0,Tcell
-2272.5,-1397,0,Tcell
-2480.5,-1395.5,0,Tcell
-2432,-1354.5,0,Tcell
-2272,-1358,0,Tcell
-2355.5,-1350,0,Tcell
-2448,-1341.5,0,Tcell
-2263.5,-1342,0,Tcell
-2448.5,-1312,0,Tcell
-2389,-1296.5,0,Tcell
-2326,-1292.5,0,Tcell
-2331,-1279,0,Tcell
-2270,-1269,0,Tcell
-2259,-1242.5,0,Tcell
-2512.5,-1233.5,0,Tcell
-2292,-1216,0,Tcell
-2273,-1194,0,Tcell
-2494,-1188.5,0,Tcell
-1665.5,-1456.5,0,Tcell
-487,-1938,0,Tcell
-547.5,-1388.5,0,Tcell
2982,-1974.5,0,Tcell
3012,-1955.5,0,Tcell
2694,-1934,0,Tcell
2620,-1929,0,Tcell
2682,-1915.5,0,Tcell
2556,-1899.5,0,Tcell
2486.5,-1884.5,0,Tcell
2310.5,-1874,0,Tcell
2572,-1862.5,0,Tcell
2844,-1861,0,Tcell
2964,-1859,0,Tcell
2927,-1848,0,Tcell
2969,-1829.5,0,Tcell
2513.5,-1826.5,0,Tcell
2952.5,-1815.5,0,Tcell
2328,-1813,0,Tcell
2591.5,-1800,0,Tcell
2375.5,-1770,0,Tcell
2585.5,-1752,0,Tcell
2588,-1709.5,0,Tcell
2293,-1699.5,0,Tcell
2318,-1683.5,0,Tcell
2297.5,-1679.5,0,Tcell
2349,-1654.5,0,Tcell
3020,-1626,0,Tcell
2924.5,-1608,0,Tcell
2937.5,-1597,0,Tcell
2871.5,-1554.5,0,Tcell
2658,-1429.5,0,Tcell
2853,-1419.5,0,Tcell
3025,-1389,0,Tcell
2993.5,-1370,0,Tcell
2790.5,-1362,0,Tcell
3001.5,-1352,0,Tcell
2721.5,-1353,0,Tcell
2974.5,-1343,0,Tcell
2688.5,-1337,0,Tcell
2756,-1331,0,Tcell
